MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR323;CONJUNCTIVE_CONTRACT;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, numberOfPlayers, playArea];[];[];[input, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR329;CONJUNCTIVE_CONTRACT;Test-15;8;4;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, term];[];[];[playArea];[];[];[input, numberOfPlayers];[];[];[vrSupport];[];[];[];[];[];[];[]
MR374;CONJUNCTIVE_CONTRACT;Test-17;6;2;5;[term, specialOffers, feature, vrSupport, os, language];[];[feature, language, vrSupport];[];[];[os, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR95;CONJUNCTIVE_EXTEND;Test-05;7;1;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, headsets, input, playArea, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR372;CONJUNCTIVE_CONTRACT;Test-17;6;1;5;[term, specialOffers, feature, vrSupport, os, language];[];[feature, language, os, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR319;SHUFFLING_CONTRACT;Test-14;9;1;1;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR75;CONJUNCTIVE_EXTEND;Test-04;6;3;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[input, os];[];[];[headsets, playArea, term, vrSupport];[];[];[language, selectedTypes];[];[];[];[];[];[];[];[];[];[];[]
MR301;CONJUNCTIVE_CONTRACT;Test-14;9;4;7;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[];[playArea, selectedTypes];[];[];[term, vrSupport];[];[];[language, os];[];[];[feature];[];[];[];[];[];[];[]
MR224;CONJUNCTIVE_EXTEND;Test-10;9;4;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[playArea];[];[];[price];[];[];[feature, os];[];[];[selectedTypes];[];[];[];[];[];[];[];[]
MR335;CONJUNCTIVE_EXTEND;Test-15;8;4;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[os, selectedTypes];[];[];[language, price];[];[];[headsets];[];[];[tag];[];[];[];[];[];[];[];[]
MR92;CONJUNCTIVE_CONTRACT;Test-05;7;3;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, price, selectedTypes, vrSupport];[];[];[numberOfPlayers];[];[];[os];[];[];[];[];[];[];[];[];[];[]
MR202;DISJOINT_EXTEND;Test-09;9;5;5;[term, sortBy, price, specialOffers, tag, selectedTypes:games, input, playArea, os];[];[];[selectedTypes:software];[];[];[selectedTypes:downloableContent];[];[];[selectedTypes:demos];[];[];[selectedTypes:soundtracks];[];[];[selectedTypes:videos];[];[];[]
MR96;CONJUNCTIVE_EXTEND;Test-05;7;3;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[playArea];[];[];[tag];[];[];[feature, headsets, input, term];[];[];[];[];[];[];[];[];[];[];[]
MR264;CONJUNCTIVE_EXTEND;Test-12;9;3;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[input, term];[];[];[language, playArea];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[]
MR1;CONJUNCTIVE_CONTRACT;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[];[feature, headsets, price, term];[];[];[vrSupport];[];[];[language];[];[];[];[];[];[];[];[];[];[]
MR172;CONJUNCTIVE_EXTEND;Test-08;11;2;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[input, language];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR155;DISJOINT_EXTEND;Test-07;7;1;1;[term, price, specialOffers, tag, selectedTypes:downloableContent, feature, language];[];[];[selectedTypes:games];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR253;CONJUNCTIVE_CONTRACT;Test-12;9;3;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[numberOfPlayers, tag];[];[];[feature, os, price, selectedTypes];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[]
MR106;DISJOINT_EXTEND;Test-05;7;3;3;[price, specialOffers, selectedTypes:games, numberOfPlayers, vrSupport, os, language];[];[];[selectedTypes:software];[];[];[selectedTypes:downloableContent];[];[];[selectedTypes:demos];[];[];[];[];[];[];[];[];[]
MR213;CONJUNCTIVE_CONTRACT;Test-10;9;3;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[headsets, input, tag, term, vrSupport];[];[];[numberOfPlayers];[];[];[language];[];[];[];[];[];[];[];[];[];[]
MR100;CONJUNCTIVE_EXTEND;Test-05;7;5;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature];[];[];[term];[];[];[headsets, playArea];[];[];[input];[];[];[tag];[];[];[];[];[]
MR331;CONJUNCTIVE_CONTRACT;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, input, numberOfPlayers, playArea, term];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR212;CONJUNCTIVE_CONTRACT;Test-10;9;3;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[headsets, input, language, numberOfPlayers, tag];[];[];[term];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[]
MR175;DISJOINT_EXTEND;Test-08;11;4;4;[term, sortBy, price, specialOffers, tag, selectedTypes:downloableContent, numberOfPlayers, vrSupport, headsets, playArea, os];[];[];[selectedTypes:games];[];[];[selectedTypes:software];[];[];[selectedTypes:demos];[];[];[selectedTypes:soundtracks];[];[];[];[];[];[]
MR387;CONJUNCTIVE_EXTEND;Test-17;6;3;7;[term, specialOffers, feature, vrSupport, os, language];[numberOfPlayers];[];[];[headsets];[];[];[input, playArea, price, selectedTypes, tag];[];[];[];[];[];[];[];[];[];[];[]
MR185;CONJUNCTIVE_CONTRACT;Test-09;9;1;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[input, os, playArea, price, selectedTypes, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR363;SHUFFLING_CONTRACT;Test-16;11;1;1;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR196;CONJUNCTIVE_EXTEND;Test-09;9;3;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, headsets, language];[];[];[numberOfPlayers];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[];[]
MR5;CONJUNCTIVE_CONTRACT;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[];[headsets, price, term, vrSupport];[];[];[feature];[];[];[language];[];[];[];[];[];[];[];[];[];[]
MR281;CONJUNCTIVE_CONTRACT;Test-13;8;4;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[feature, selectedTypes, term];[];[];[os];[];[];[numberOfPlayers];[];[];[headsets, price];[];[];[];[];[];[];[]
MR347;CONJUNCTIVE_CONTRACT;Test-16;11;1;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[headsets, input, numberOfPlayers, playArea, price, selectedTypes, tag, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR118;CONJUNCTIVE_CONTRACT;Test-06;10;1;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, headsets, input, numberOfPlayers, os, playArea, price, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR45;SHUFFLING_EXTEND;Test-02;8;4;4;[sortBy:relevance, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[sortBy:lowestPrice];[];[];[sortBy:highestPrice];[];[];[];[];[];[]
MR24;CONJUNCTIVE_CONTRACT;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[];[input, numberOfPlayers, playArea, selectedTypes];[];[];[tag];[];[];[os];[];[];[];[];[];[];[];[];[];[]
MR169;CONJUNCTIVE_EXTEND;Test-08;11;3;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[feature];[];[];[language];[];[];[input];[];[];[];[];[];[];[];[];[];[];[]
MR286;CONJUNCTIVE_EXTEND;Test-13;8;3;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[tag];[];[];[language, playArea];[];[];[input, vrSupport];[];[];[];[];[];[];[];[];[];[];[]
MR228;CONJUNCTIVE_CONTRACT;Test-11;10;3;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[input, os, selectedTypes];[];[];[feature, playArea, price];[];[];[headsets, tag];[];[];[];[];[];[];[];[];[];[]
MR120;CONJUNCTIVE_EXTEND;Test-06;10;3;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[selectedTypes];[];[];[tag];[];[];[language, vrSupport];[];[];[];[];[];[];[];[];[];[];[]
MR79;CONJUNCTIVE_EXTEND;Test-04;6;3;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[headsets, language, os, playArea, vrSupport];[];[];[selectedTypes, term];[];[];[input];[];[];[];[];[];[];[];[];[];[];[]
MR65;CONJUNCTIVE_CONTRACT;Test-04;6;3;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[numberOfPlayers];[];[];[tag];[];[];[feature, price];[];[];[];[];[];[];[];[];[];[]
MR97;CONJUNCTIVE_EXTEND;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, term];[];[];[headsets, input, playArea, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR163;CONJUNCTIVE_CONTRACT;Test-08;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[numberOfPlayers, os, price, tag, term, vrSupport];[];[];[playArea];[];[];[headsets, selectedTypes];[];[];[];[];[];[];[];[];[];[]
MR297;SHUFFLING_EXTEND;Test-13;8;3;3;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[sortBy:relevance];[];[];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[];[];[];[];[];[];[]
MR111;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[headsets, input, numberOfPlayers, os, playArea, price, term];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR296;CONJUNCTIVE_EXTEND;Test-13;8;1;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[input, language, playArea, tag, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR257;CONJUNCTIVE_CONTRACT;Test-12;9;3;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[numberOfPlayers];[];[];[price, selectedTypes];[];[];[feature, os, tag, vrSupport];[];[];[];[];[];[];[];[];[];[]
MR201;SHUFFLING_EXTEND;Test-09;9;5;5;[term, sortBy:relevance, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[sortBy:lowestPrice];[];[];[sortBy:highestPrice];[];[];[sortBy:userReviews];[];[];[]
MR51;CONJUNCTIVE_CONTRACT;Test-03;11;3;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[feature, headsets, language, numberOfPlayers, playArea, selectedTypes, term];[];[];[input, vrSupport];[];[];[tag];[];[];[];[];[];[];[];[];[];[]
MR265;CONJUNCTIVE_EXTEND;Test-12;9;1;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[headsets, input, language, playArea, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR376;CONJUNCTIVE_EXTEND;Test-17;6;4;7;[term, specialOffers, feature, vrSupport, os, language];[playArea, price];[];[];[headsets, input, numberOfPlayers];[];[];[selectedTypes];[];[];[tag];[];[];[];[];[];[];[];[]
MR154;SHUFFLING_EXTEND;Test-07;7;2;2;[term, price, specialOffers, tag, selectedTypes, feature, language];[sortBy:relevance];[];[];[];[];[sortBy:releaseDate];[];[];[];[];[];[];[];[];[];[];[];[]
MR258;CONJUNCTIVE_CONTRACT;Test-12;9;2;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[feature, os, price, selectedTypes, tag, vrSupport];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR127;SHUFFLING_CONTRACT;Test-06;10;1;1;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR193;CONJUNCTIVE_EXTEND;Test-09;9;3;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, numberOfPlayers, vrSupport];[];[];[language];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[]
MR209;CONJUNCTIVE_CONTRACT;Test-10;9;3;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[input, numberOfPlayers, tag, vrSupport];[];[];[language];[];[];[headsets, term];[];[];[];[];[];[];[];[];[];[]
MR88;CONJUNCTIVE_CONTRACT;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, price, vrSupport];[];[];[numberOfPlayers, os, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR324;CONJUNCTIVE_CONTRACT;Test-15;8;3;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, numberOfPlayers, playArea, vrSupport];[];[];[term];[];[];[input];[];[];[];[];[];[];[];[];[];[]
MR386;CONJUNCTIVE_EXTEND;Test-17;6;2;7;[term, specialOffers, feature, vrSupport, os, language];[headsets, input, playArea, price, selectedTypes, tag];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR249;CONJUNCTIVE_CONTRACT;Test-12;9;3;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[numberOfPlayers, price, selectedTypes];[];[];[os, tag, vrSupport];[];[];[feature];[];[];[];[];[];[];[];[];[];[]
MR43;CONJUNCTIVE_EXTEND;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[vrSupport];[];[];[headsets, price];[];[];[feature, language, term];[];[];[];[];[];[];[];[];[];[];[]
MR225;SHUFFLING_CONTRACT;Test-10;9;1;1;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR239;CONJUNCTIVE_EXTEND;Test-11;10;3;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[numberOfPlayers, vrSupport];[];[];[term];[];[];[language];[];[];[];[];[];[];[];[];[];[];[]
MR268;CONJUNCTIVE_EXTEND;Test-12;9;4;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[language, playArea];[];[];[headsets];[];[];[term];[];[];[input];[];[];[];[];[];[];[];[]
MR37;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, language, vrSupport];[];[];[price, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR189;CONJUNCTIVE_EXTEND;Test-09;9;1;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, headsets, language, numberOfPlayers, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR247;DISJOINT_EXTEND;Test-11;10;2;2;[sortBy, price, specialOffers, tag, selectedTypes:games, feature, headsets, input, playArea, os];[];[];[selectedTypes:software];[];[];[selectedTypes:downloableContent];[];[];[];[];[];[];[];[];[];[];[];[]
MR276;CONJUNCTIVE_CONTRACT;Test-13;8;2;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[price];[];[];[feature, headsets, numberOfPlayers, os, selectedTypes, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR356;CONJUNCTIVE_CONTRACT;Test-16;11;5;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[input, selectedTypes];[];[];[numberOfPlayers];[];[];[price];[];[];[playArea, term, vrSupport];[];[];[headsets, tag];[];[];[];[]
MR369;CONJUNCTIVE_CONTRACT;Test-17;6;2;5;[term, specialOffers, feature, vrSupport, os, language];[];[language, os, term, vrSupport];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR292;CONJUNCTIVE_EXTEND;Test-13;8;4;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[language];[];[];[vrSupport];[];[];[input];[];[];[playArea, tag];[];[];[];[];[];[];[];[]
MR244;CONJUNCTIVE_EXTEND;Test-11;10;2;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[language, term, vrSupport];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR170;CONJUNCTIVE_EXTEND;Test-08;11;1;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[feature, input, language];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
